Path,Server,Location,Branch,SubBranch,ControlProgram,Point,Zone,BacnetAddress,BacnetDevId,BacnetObjectType,PointType,ComponentId,PathMappingsId,Point ALC
#313b_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-313B,Room Occupied,4,10.20.0.148,6,BBV,3,109,5,Alarm Sources / occ
#313b_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-313B,htg setpt,4,10.20.0.148,349,BAV,3,109,4,Heat Stpt
#313b_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-313B,clg setpt,4,10.20.0.148,348,BAV,3,109,3,Cool Stpt
#313b_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-313B,Zone Temp,4,10.20.0.148,504,BAV,3,109,7,Zone_Tenp
#313b_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-313B,Supply Air,4,10.20.0.148,259,BAV,3,109,6,point name (m086)
#314a_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-314A,Air Flow Feedback,4,10.20.0.148,262,BAV,3,110,2,air_flow_fdbk/air_flow_fdbk_dis
#314a_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-314A,Room Occupied,4,10.20.0.148,14,BBV,3,110,5,Alarm Sources / occ
#314a_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-314A,htg setpt,4,10.20.0.148,355,BAV,3,110,4,Heat Stpt
#314a_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-314A,clg setpt,4,10.20.0.148,354,BAV,3,110,3,Cool Stpt
#314a_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-314A,Zone Temp,4,10.20.0.148,505,BAV,3,110,7,Zone_Tenp
#314a_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-314A,Supply Air,4,10.20.0.148,268,BAV,3,110,6,point name (m086)
#314_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-314B,Air Flow Feedback,4,20606:30,1385,BAV,3,111,2,air_flow_fdbk/air_flow_fdbk_dis
#314_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-314B,Room Occupied,4,20606:30,1070,BBV,3,111,5,Alarm Sources / occ
#314_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-314B,htg setpt,4,20606:30,228,BAV,3,111,4,Heat Stpt
#314_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-314B,clg setpt,4,20606:30,227,BAV,3,111,3,Cool Stpt
#314_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-314B,Zone Temp,4,20606:30,260,BAV,3,111,7,Zone_Tenp
#314_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-314B,Supply Air,4,20606:30,1847,BAV,3,111,6,point name (m086)
#315a_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315A,Air Flow Feedback,4,10.20.0.148,278,BAV,3,112,2,air_flow_fdbk/air_flow_fdbk_dis
#315a_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315A,Room Occupied,4,10.20.0.148,1294,BBV,3,112,5,Alarm Sources / occ
#315a_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315A,htg setpt,4,10.20.0.148,445,BAV,3,112,4,Heat Stpt
#315a_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315A,clg setpt,4,10.20.0.148,444,BAV,3,112,3,Cool Stpt
#315a_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315A,Zone Temp,4,10.20.0.148,520,BAV,3,112,7,Zone_Tenp
#315a_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315A,Supply Air,4,10.20.0.148,1826,BAV,3,112,6,point name (m086)
#315c_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315C,Air Flow Feedback,4,10.20.0.148,294,BAV,3,113,2,air_flow_fdbk/air_flow_fdbk_dis
#315c_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315C,Room Occupied,4,10.20.0.148,1217,BBV,3,113,5,Alarm Sources / occ
#315c_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315C,htg setpt,4,10.20.0.148,427,BAV,3,113,4,Heat Stpt
#315c_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315C,clg setpt,4,10.20.0.148,426,BAV,3,113,3,Cool Stpt
#315c_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315C,Zone Temp,4,10.20.0.148,517,BAV,3,113,7,Zone_Tenp
#315c_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315C,Supply Air,4,10.20.0.148,1805,BAV,3,113,6,point name (m086)
#315d_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315D,Air Flow Feedback,4,10.20.0.148,300,BAV,3,114,2,air_flow_fdbk/air_flow_fdbk_dis
#315d_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315D,Room Occupied,4,10.20.0.148,1224,BBV,3,114,5,Alarm Sources / occ
#315d_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315D,htg setpt,4,10.20.0.148,433,BAV,3,114,4,Heat Stpt
#315d_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315D,clg setpt,4,10.20.0.148,432,BAV,3,114,3,Cool Stpt
#315d_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315D,Zone Temp,4,10.20.0.148,518,BAV,3,114,7,Zone_Tenp
#315d_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315D,Supply Air,4,10.20.0.148,1808,BAV,3,114,6,point name (m086)
#315e_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315E,Air Flow Feedback,4,10.20.0.148,307,BAV,3,115,2,air_flow_fdbk/air_flow_fdbk_dis
#315e_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315E,Room Occupied,4,10.20.0.148,1196,BBV,3,115,5,Alarm Sources / occ
#315e_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315E,htg setpt,4,10.20.0.148,409,BAV,3,115,4,Heat Stpt
#315e_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315E,clg setpt,4,10.20.0.148,408,BAV,3,115,3,Cool Stpt
#315e_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315E,Zone Temp,4,10.20.0.148,514,BAV,3,115,7,Zone_Tenp
#315e_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315E,Supply Air,4,10.20.0.148,1796,BAV,3,115,6,point name (m086)
#315f_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315F,Air Flow Feedback,4,10.20.0.148,313,BAV,3,116,2,air_flow_fdbk/air_flow_fdbk_dis
#315f_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315F,Room Occupied,4,10.20.0.148,1203,BBV,3,116,5,Alarm Sources / occ
#315f_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315F,htg setpt,4,10.20.0.148,415,BAV,3,116,4,Heat Stpt
#315f_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315F,clg setpt,4,10.20.0.148,414,BAV,3,116,3,Cool Stpt
#315f_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315F,Zone Temp,4,10.20.0.148,515,BAV,3,116,7,Zone_Tenp
#315f_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315F,Supply Air,4,10.20.0.148,1799,BAV,3,116,6,point name (m086)
#315g_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315G,Air Flow Feedback,4,10.20.0.148,1525,BAV,3,117,2,air_flow_fdbk/air_flow_fdbk_dis
#315g_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315G,Room Occupied,4,10.20.0.148,1210,BBV,3,117,5,Alarm Sources / occ
#315g_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315G,htg setpt,4,10.20.0.148,421,BAV,3,117,4,Heat Stpt
#315g_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315G,clg setpt,4,10.20.0.148,420,BAV,3,117,3,Cool Stpt
#315g_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315G,Zone Temp,4,10.20.0.148,516,BAV,3,117,7,Zone_Tenp
#315g_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315G,Supply Air,4,10.20.0.148,1802,BAV,3,117,6,point name (m086)
#315ha_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315H-A,Air Flow Feedback,4,10.20.0.148,326,BAV,3,118,2,air_flow_fdbk/air_flow_fdbk_dis
#315ha_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315H-A,Room Occupied,4,10.20.0.148,1308,BBV,3,118,5,Alarm Sources / occ
#315ha_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315H-A,htg setpt,4,10.20.0.148,457,BAV,3,118,4,Heat Stpt
#315ha_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315H-A,clg setpt,4,10.20.0.148,456,BAV,3,118,3,Cool Stpt
#315ha_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315H-A,Zone Temp,4,10.20.0.148,522,BAV,3,118,7,Zone_Tenp
#315ha_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315H-A,Supply Air,4,10.20.0.148,1832,BAV,3,118,6,point name (m086)
#315hb_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315H-B,Air Flow Feedback,4,10.20.0.148,333,BAV,3,119,2,air_flow_fdbk/air_flow_fdbk_dis
#315hb_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315H-B,Room Occupied,4,10.20.0.148,1315,BBV,3,119,5,Alarm Sources / occ
#315hb_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315H-B,htg setpt,4,10.20.0.148,463,BAV,3,119,4,Heat Stpt
#315hb_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315H-B,clg setpt,4,10.20.0.148,462,BAV,3,119,3,Cool Stpt
#315hb_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315H-B,Zone Temp,4,10.20.0.148,523,BAV,3,119,7,Zone_Tenp
#315hb_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315H-B,Supply Air,4,10.20.0.148,1835,BAV,3,119,6,point name (m086)
#315_a_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-305a,Air Flow Feedback,4,20606:30,1392,BAV,3,120,2,air_flow_fdbk/air_flow_fdbk_dis
#315_a_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-305a,Room Occupied,4,20606:30,1077,BBV,3,120,5,Alarm Sources / occ
#315_a_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-305a,htg setpt,4,20606:30,234,BAV,3,120,4,Heat Stpt
#315_a_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-305a,clg setpt,4,20606:30,233,BAV,3,120,3,Cool Stpt
#315_a_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-305a,Zone Temp,4,20606:30,261,BAV,3,120,7,Zone_Tenp
#315_a_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-305a,Supply Air,4,20606:30,1850,BAV,3,120,6,point name (m086)
#315_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315,Air Flow Feedback,4,10.20.0.148,271,BAV,3,121,2,air_flow_fdbk/air_flow_fdbk_dis
#315_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315,Room Occupied,4,10.20.0.148,1322,BBV,3,121,5,Alarm Sources / occ
#315_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315,htg setpt,4,10.20.0.148,469,BAV,3,121,4,Heat Stpt
#315_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315,clg setpt,4,10.20.0.148,468,BAV,3,121,3,Cool Stpt
#315_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315,Zone Temp,4,10.20.0.148,524,BAV,3,121,7,Zone_Tenp
#315_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-315,Supply Air,4,10.20.0.148,1838,BAV,3,121,6,point name (m086)
#321_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-321,Air Flow Feedback,4,10.20.0.148,339,BAV,3,122,2,air_flow_fdbk/air_flow_fdbk_dis
#321_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-321,Room Occupied,4,10.20.0.148,22,BBV,3,122,5,Alarm Sources / occ
#321_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-321,htg setpt,4,10.20.0.148,367,BAV,3,122,4,Heat Stpt
#321_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-321,clg setpt,4,10.20.0.148,366,BAV,3,122,3,Cool Stpt
#321_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-321,Zone Temp,4,10.20.0.148,507,BAV,3,122,7,Zone_Tenp
#321_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-321,Supply Air,4,10.20.0.148,345,BAV,3,122,6,point name (m086)
#322_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-322,Air Flow Feedback,4,10.20.0.148,377,BAV,3,123,2,air_flow_fdbk/air_flow_fdbk_dis
#322_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-322,Room Occupied,4,10.20.0.148,29,BBV,3,123,5,Alarm Sources / occ
#322_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-322,htg setpt,4,10.20.0.148,373,BAV,3,123,4,Heat Stpt
#322_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-322,clg setpt,4,10.20.0.148,372,BAV,3,123,3,Cool Stpt
#322_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-322,Zone Temp,4,10.20.0.148,508,BAV,3,123,7,Zone_Tenp
#322_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-322,Supply Air,4,10.20.0.148,1757,BAV,3,123,6,point name (m086)
#323_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-323,Air Flow Feedback,4,10.20.0.148,386,BAV,3,124,2,air_flow_fdbk/air_flow_fdbk_dis
#323_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-323,Room Occupied,4,10.20.0.148,36,BBV,3,124,5,Alarm Sources / occ
#323_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-323,htg setpt,4,10.20.0.148,390,BAV,3,124,4,Heat Stpt
#323_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-323,clg setpt,4,10.20.0.148,388,BAV,3,124,3,Cool Stpt
#323_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-323,Zone Temp,4,10.20.0.148,509,BAV,3,124,7,Zone_Tenp
#323_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-323,Supply Air,4,10.20.0.148,396,BAV,3,124,6,point name (m086)
#325_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-325,Air Flow Feedback,4,10.20.0.148,401,BAV,3,125,2,air_flow_fdbk/air_flow_fdbk_dis
#325_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-325,Room Occupied,4,10.20.0.148,1161,BBV,3,125,5,Alarm Sources / occ
#325_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-325,htg setpt,4,10.20.0.148,405,BAV,3,125,4,Heat Stpt
#325_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-325,clg setpt,4,10.20.0.148,403,BAV,3,125,3,Cool Stpt
#325_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-325,Zone Temp,4,10.20.0.148,512,BAV,3,125,7,Zone_Tenp
#325_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Short Bar,Room-325,Supply Air,4,10.20.0.148,1781,BAV,3,125,6,point name (m086)
#371_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-371,Air Flow Feedback,3,10.20.0.149,272,BAV,3,126,2,air_flow_fdbk/air_flow_fdbk_dis
#371_thermafuser/m076,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-371,Terminal Load,3,10.20.0.149,286,BAV,3,126,1,terminal_load
#371_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-371,Room Occupied,3,10.20.0.149,65,BBV,3,126,5,Alarm Sources / occ
#371_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-371,htg setpt,3,10.20.0.149,276,BAV,3,126,4,Heat Stpt
#371_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-371,clg setpt,3,10.20.0.149,274,BAV,3,126,3,Cool Stpt
#371_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-371,Zone Temp,3,10.20.0.149,287,BAV,3,126,7,Zone_Tenp
#371_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-371,Supply Air,3,10.20.0.149,1658,BAV,3,126,6,point name (m086)
#372_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-372,Air Flow Feedback,3,10.20.0.149,288,BAV,3,127,2,air_flow_fdbk/air_flow_fdbk_dis
#372_thermafuser/m076,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-372,Terminal Load,3,10.20.0.149,1160,BAV,3,127,1,terminal_load
#372_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-372,Room Occupied,3,10.20.0.149,69,BBV,3,127,5,Alarm Sources / occ
#372_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-372,htg setpt,3,10.20.0.149,292,BAV,3,127,4,Heat Stpt
#372_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-372,clg setpt,3,10.20.0.149,290,BAV,3,127,3,Cool Stpt
#372_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-372,Zone Temp,3,10.20.0.149,302,BAV,3,127,7,Zone_Tenp
#372_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-372,Supply Air,3,10.20.0.149,1661,BAV,3,127,6,point name (m086)
#373_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-373,Air Flow Feedback,3,10.20.0.149,303,BAV,3,128,2,air_flow_fdbk/air_flow_fdbk_dis
#373_thermafuser/m076,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-373,Terminal Load,3,10.20.0.149,317,BAV,3,128,1,terminal_load
#373_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-373,Room Occupied,3,10.20.0.149,846,BBV,3,128,5,Alarm Sources / occ
#373_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-373,htg setpt,3,10.20.0.149,307,BAV,3,128,4,Heat Stpt
#373_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-373,clg setpt,3,10.20.0.149,305,BAV,3,128,3,Cool Stpt
#373_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-373,Zone Temp,3,10.20.0.149,338,BAV,3,128,7,Zone_Tenp
#373_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-373,Supply Air,3,10.20.0.149,1664,BAV,3,128,6,point name (m086)
#374_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-374,Air Flow Feedback,3,10.20.0.149,339,BAV,3,129,2,air_flow_fdbk/air_flow_fdbk_dis
#374_thermafuser/m076,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-374,Terminal Load,3,10.20.0.149,352,BAV,3,129,1,terminal_load
#374_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-374,Room Occupied,3,10.20.0.149,853,BBV,3,129,5,Alarm Sources / occ
#374_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-374,htg setpt,3,10.20.0.149,343,BAV,3,129,4,Heat Stpt
#374_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-374,clg setpt,3,10.20.0.149,341,BAV,3,129,3,Cool Stpt
#374_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-374,Zone Temp,3,10.20.0.149,353,BAV,3,129,7,Zone_Tenp
#374_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-374,Supply Air,3,10.20.0.149,1667,BAV,3,129,6,point name (m086)
#375_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-375,Air Flow Feedback,3,10.20.0.149,354,BAV,3,130,2,air_flow_fdbk/air_flow_fdbk_dis
#375_thermafuser/m076,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-375,Terminal Load,3,10.20.0.149,1181,BAV,3,130,1,terminal_load
#375_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-375,Room Occupied,3,10.20.0.149,860,BBV,3,130,5,Alarm Sources / occ
#375_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-375,htg setpt,3,10.20.0.149,358,BAV,3,130,4,Heat Stpt
#375_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-375,clg setpt,3,10.20.0.149,356,BAV,3,130,3,Cool Stpt
#375_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-375,Zone Temp,3,10.20.0.149,366,BAV,3,130,7,Zone_Tenp
#375_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-375,Supply Air,3,10.20.0.149,1670,BAV,3,130,6,point name (m086)
#376_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-376,Air Flow Feedback,3,10.20.0.149,1182,BAV,3,131,2,air_flow_fdbk/air_flow_fdbk_dis
#376_thermafuser/m076,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-376,Terminal Load,3,10.20.0.149,1188,BAV,3,131,1,terminal_load
#376_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-376,Room Occupied,3,10.20.0.149,867,BBV,3,131,5,Alarm Sources / occ
#376_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-376,htg setpt,3,10.20.0.149,369,BAV,3,131,4,Heat Stpt
#376_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-376,clg setpt,3,10.20.0.149,368,BAV,3,131,3,Cool Stpt
#376_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-376,Zone Temp,3,10.20.0.149,375,BAV,3,131,7,Zone_Tenp
#376_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-376,Supply Air,3,10.20.0.149,1673,BAV,3,131,6,point name (m086)
#377_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-377,Air Flow Feedback,3,10.20.0.149,1189,BAV,3,132,2,air_flow_fdbk/air_flow_fdbk_dis
#377_thermafuser/m076,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-377,Terminal Load,3,10.20.0.149,1195,BAV,3,132,1,terminal_load
#377_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-377,Room Occupied,3,10.20.0.149,874,BBV,3,132,5,Alarm Sources / occ
#377_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-377,htg setpt,3,10.20.0.149,378,BAV,3,132,4,Heat Stpt
#377_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-377,clg setpt,3,10.20.0.149,377,BAV,3,132,3,Cool Stpt
#377_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-377,Zone Temp,3,10.20.0.149,384,BAV,3,132,7,Zone_Tenp
#377_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-377,Supply Air,3,10.20.0.149,1676,BAV,3,132,6,point name (m086)
#378_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Third Floor,Long Bar,Room-378,Air Flow Feedback,3,10.20.0.149,1196,BAV,3,133,2,air_flow_fdbk/air_flow_fdbk_dis
