Path,Server,Location,Branch,SubBranch,ControlProgram,Point,Zone,BacnetAddress,BacnetDevId,BacnetObjectType,PointType,ComponentId,PathMappingsId,Point ALC
#00c1_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Basement,,Room-0C1,Room Occupied,4,20603:2,981,BBV,3,3,5,Alarm Sources / occ
#00c1_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Basement,,Room-0C1,htg setpt,4,20603:2,331,BAV,3,3,4,Heat Stpt
#00c1_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Basement,,Room-0C1,clg setpt,4,20603:2,330,BAV,3,3,3,Cool Stpt
#00c1_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Basement,,Room-0C1,Zone Temp,4,20603:2,528,BAV,3,3,7,Zone_Tenp
#00c1_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Basement,,Room-0C1,Supply Air,4,20603:2,78,BAV,3,3,6,point name (m086)
#0c6a_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Basement,,Room-0C6A,Air Flow Feedback,4,20603:2,82,BAV,3,4,2,air_flow_fdbk/air_flow_fdbk_dis
#0c6a_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Basement,,Room-0C6A,Room Occupied,4,20603:2,996,BBV,3,4,5,Alarm Sources / occ
#0c6a_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Basement,,Room-0C6A,htg setpt,4,20603:2,427,BAV,3,4,4,Heat Stpt
#0c6a_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Basement,,Room-0C6A,clg setpt,4,20603:2,411,BAV,3,4,3,Cool Stpt
#0c6a_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Basement,,Room-0C6A,Zone Temp,4,20603:2,533,BAV,3,4,7,Zone_Tenp
#0c6a_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Basement,,Room-0C6A,Supply Air,4,20603:2,91,BAV,3,4,6,point name (m086)
#0c6b_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Basement,,Room-0C6B,Air Flow Feedback,4,20603:2,95,BAV,3,5,2,air_flow_fdbk/air_flow_fdbk_dis
#0c6b_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Basement,,Room-0C6B,Room Occupied,4,20603:2,1010,BBV,3,5,5,Alarm Sources / occ
#0c6b_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Basement,,Room-0C6B,htg setpt,4,20603:2,487,BAV,3,5,4,Heat Stpt
#0c6b_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Basement,,Room-0C6B,clg setpt,4,20603:2,486,BAV,3,5,3,Cool Stpt
#0c6b_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Basement,,Room-0C6B,Zone Temp,4,20603:2,541,BAV,3,5,7,Zone_Tenp
#0c6b_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Basement,,Room-0C6B,Supply Air,4,20603:2,104,BAV,3,5,6,point name (m086)
#120a1_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-1,Air Flow Feedback,4,20606:41,1284,BAV,3,6,2,air_flow_fdbk/air_flow_fdbk_dis
#120a1_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-1,Room Occupied,4,20606:41,846,BBV,3,6,5,Alarm Sources / occ
#120a1_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-1,htg setpt,4,20606:41,209,BAV,3,6,4,Heat Stpt
#120a1_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-1,clg setpt,4,20606:41,208,BAV,3,6,3,Cool Stpt
#120a1_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-1,Zone Temp,4,20606:41,435,BAV,3,6,7,Zone_Tenp
#120a1_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-1,Supply Air,4,20606:41,1293,BAV,3,6,6,point name (m086)
#120a2_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-2,Air Flow Feedback,4,20606:41,1297,BAV,3,7,2,air_flow_fdbk/air_flow_fdbk_dis
#120a2_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-2,Room Occupied,4,20606:41,853,BBV,3,7,5,Alarm Sources / occ
#120a2_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-2,htg setpt,4,20606:41,215,BAV,3,7,4,Heat Stpt
#120a2_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-2,clg setpt,4,20606:41,214,BAV,3,7,3,Cool Stpt
#120a2_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-2,Zone Temp,4,20606:41,436,BAV,3,7,7,Zone_Tenp
#120a2_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-2,Supply Air,4,20606:41,1306,BAV,3,7,6,point name (m086)
#120a3_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-3,Air Flow Feedback,4,20606:41,1310,BAV,3,8,2,air_flow_fdbk/air_flow_fdbk_dis
#120a3_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-3,Room Occupied,4,20606:41,860,BBV,3,8,5,Alarm Sources / occ
#120a3_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-3,htg setpt,4,20606:41,221,BAV,3,8,4,Heat Stpt
#120a3_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-3,clg setpt,4,20606:41,220,BAV,3,8,3,Cool Stpt
#120a3_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-3,Zone Temp,4,20606:41,437,BAV,3,8,7,Zone_Tenp
#120a3_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120A-3,Supply Air,4,20606:41,1319,BAV,3,8,6,point name (m086)
#120b1_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-1,Air Flow Feedback,4,20606:41,1388,BAV,3,9,2,air_flow_fdbk/air_flow_fdbk_dis
#120b1_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-1,Room Occupied,4,20606:41,902,BBV,3,9,5,Alarm Sources / occ
#120b1_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-1,htg setpt,4,20606:41,257,BAV,3,9,4,Heat Stpt
#120b1_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-1,clg setpt,4,20606:41,256,BAV,3,9,3,Cool Stpt
#120b1_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-1,Zone Temp,4,20606:41,443,BAV,3,9,7,Zone_Tenp
#120b1_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-1,Supply Air,4,20606:41,1397,BAV,3,9,6,point name (m086)
#120b2_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-2,Air Flow Feedback,4,20606:41,1401,BAV,3,10,2,air_flow_fdbk/air_flow_fdbk_dis
#120b2_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-2,Room Occupied,4,20606:41,909,BBV,3,10,5,Alarm Sources / occ
#120b2_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-2,htg setpt,4,20606:41,263,BAV,3,10,4,Heat Stpt
#120b2_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-2,clg setpt,4,20606:41,262,BAV,3,10,3,Cool Stpt
#120b2_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-2,Zone Temp,4,20606:41,444,BAV,3,10,7,Zone_Tenp
#120b2_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-2,Supply Air,4,20606:41,1410,BAV,3,10,6,point name (m086)
#120b3_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-3,Air Flow Feedback,4,20606:41,1414,BAV,3,11,2,air_flow_fdbk/air_flow_fdbk_dis
#120b3_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-3,Room Occupied,4,20606:41,916,BBV,3,11,5,Alarm Sources / occ
#120b3_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-3,htg setpt,4,20606:41,269,BAV,3,11,4,Heat Stpt
#120b3_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-3,clg setpt,4,20606:41,268,BAV,3,11,3,Cool Stpt
#120b3_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-3,Zone Temp,4,20606:41,445,BAV,3,11,7,Zone_Tenp
#120b3_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120B-3,Supply Air,4,20606:41,1423,BAV,3,11,6,point name (m086)
#120c_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120C,Air Flow Feedback,4,20606:41,1323,BAV,3,12,2,air_flow_fdbk/air_flow_fdbk_dis
#120c_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120C,Room Occupied,4,20606:41,867,BBV,3,12,5,Alarm Sources / occ
#120c_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120C,htg setpt,4,20606:41,227,BAV,3,12,4,Heat Stpt
#120c_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120C,clg setpt,4,20606:41,226,BAV,3,12,3,Cool Stpt
#120c_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120C,Zone Temp,4,20606:41,438,BAV,3,12,7,Zone_Tenp
#120c_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120C,Supply Air,4,20606:41,1332,BAV,3,12,6,point name (m086)
#120d_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120D,Air Flow Feedback,4,20606:41,1336,BAV,3,13,2,air_flow_fdbk/air_flow_fdbk_dis
#120d_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120D,Room Occupied,4,20606:41,874,BBV,3,13,5,Alarm Sources / occ
#120d_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120D,htg setpt,4,20606:41,233,BAV,3,13,4,Heat Stpt
#120d_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120D,clg setpt,4,20606:41,232,BAV,3,13,3,Cool Stpt
#120d_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120D,Zone Temp,4,20606:41,439,BAV,3,13,7,Zone_Tenp
#120d_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120D,Supply Air,4,20606:41,1345,BAV,3,13,6,point name (m086)
#120e_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120E,Air Flow Feedback,4,20606:41,1349,BAV,3,14,2,air_flow_fdbk/air_flow_fdbk_dis
#120e_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120E,Room Occupied,4,20606:41,881,BBV,3,14,5,Alarm Sources / occ
#120e_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120E,htg setpt,4,20606:41,239,BAV,3,14,4,Heat Stpt
#120e_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120E,clg setpt,4,20606:41,238,BAV,3,14,3,Cool Stpt
#120e_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120E,Zone Temp,4,20606:41,440,BAV,3,14,7,Zone_Tenp
#120e_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120E,Supply Air,4,20606:41,1358,BAV,3,14,6,point name (m086)
#120f_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120F,Air Flow Feedback,4,20606:41,1362,BAV,3,15,2,air_flow_fdbk/air_flow_fdbk_dis
#120f_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120F,Room Occupied,4,20606:41,888,BBV,3,15,5,Alarm Sources / occ
#120f_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120F,htg setpt,4,20606:41,245,BAV,3,15,4,Heat Stpt
#120f_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120F,clg setpt,4,20606:41,244,BAV,3,15,3,Cool Stpt
#120f_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120F,Zone Temp,4,20606:41,441,BAV,3,15,7,Zone_Tenp
#120f_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120F,Supply Air,4,20606:41,1371,BAV,3,15,6,point name (m086)
#120g_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120G,Air Flow Feedback,4,20606:41,1375,BAV,3,16,2,air_flow_fdbk/air_flow_fdbk_dis
#120g_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120G,Room Occupied,4,20606:41,895,BBV,3,16,5,Alarm Sources / occ
#120g_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120G,htg setpt,4,20606:41,251,BAV,3,16,4,Heat Stpt
#120g_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120G,clg setpt,4,20606:41,250,BAV,3,16,3,Cool Stpt
#120g_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120G,Zone Temp,4,20606:41,442,BAV,3,16,7,Zone_Tenp
#120g_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120G,Supply Air,4,20606:41,1384,BAV,3,16,6,point name (m086)
#120h1_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-1,Air Flow Feedback,4,20606:41,1453,BAV,3,17,2,air_flow_fdbk/air_flow_fdbk_dis
#120h1_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-1,Room Occupied,4,20606:41,937,BBV,3,17,5,Alarm Sources / occ
#120h1_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-1,htg setpt,4,20606:41,287,BAV,3,17,4,Heat Stpt
#120h1_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-1,clg setpt,4,20606:41,286,BAV,3,17,3,Cool Stpt
#120h1_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-1,Zone Temp,4,20606:41,448,BAV,3,17,7,Zone_Tenp
#120h1_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-1,Supply Air,4,20606:41,1462,BAV,3,17,6,point name (m086)
#120h2_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-2,Air Flow Feedback,4,20606:41,1466,BAV,3,18,2,air_flow_fdbk/air_flow_fdbk_dis
#120h2_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-2,Room Occupied,4,20606:41,944,BBV,3,18,5,Alarm Sources / occ
#120h2_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-2,htg setpt,4,20606:41,293,BAV,3,18,4,Heat Stpt
#120h2_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-2,clg setpt,4,20606:41,292,BAV,3,18,3,Cool Stpt
#120h2_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-2,Zone Temp,4,20606:41,449,BAV,3,18,7,Zone_Tenp
#120h2_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120H-2,Supply Air,4,20606:41,1475,BAV,3,18,6,point name (m086)
#120j1_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-1,Air Flow Feedback,4,20606:41,1427,BAV,3,19,2,air_flow_fdbk/air_flow_fdbk_dis
#120j1_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-1,Room Occupied,4,20606:41,923,BBV,3,19,5,Alarm Sources / occ
#120j1_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-1,htg setpt,4,20606:41,275,BAV,3,19,4,Heat Stpt
#120j1_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-1,clg setpt,4,20606:41,274,BAV,3,19,3,Cool Stpt
#120j1_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-1,Zone Temp,4,20606:41,446,BAV,3,19,7,Zone_Tenp
#120j1_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-1,Supply Air,4,20606:41,1436,BAV,3,19,6,point name (m086)
#120j2_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-2,Air Flow Feedback,4,20606:41,1440,BAV,3,20,2,air_flow_fdbk/air_flow_fdbk_dis
#120j2_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-2,Room Occupied,4,20606:41,930,BBV,3,20,5,Alarm Sources / occ
#120j2_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-2,htg setpt,4,20606:41,281,BAV,3,20,4,Heat Stpt
#120j2_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-2,clg setpt,4,20606:41,280,BAV,3,20,3,Cool Stpt
#120j2_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-2,Zone Temp,4,20606:41,447,BAV,3,20,7,Zone_Tenp
#120j2_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,Room-120J-2,Supply Air,4,20606:41,1449,BAV,3,20,6,point name (m086)
#1213b1_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213B-1,Air Flow Feedback,4,20606:30,1492,BAV,3,21,2,air_flow_fdbk/air_flow_fdbk_dis
#1213b1_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213B-1,Room Occupied,4,20606:30,1007,BBV,3,21,5,Alarm Sources / occ
#1213b1_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213B-1,htg setpt,4,20606:30,86,BAV,3,21,4,Heat Stpt
#1213b1_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213B-1,clg setpt,4,20606:30,61,BAV,3,21,3,Cool Stpt
#1213b1_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213B-1,Zone Temp,4,20606:30,480,BAV,3,21,7,Zone_Tenp
#1213b1_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Short bar,Room-213B-1,Supply Air,4,20606:30,1501,BAV,3,21,6,point name (m086)
#1c1a_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C1A,Air Flow Feedback,4,20606:41,108,BAV,3,22,2,air_flow_fdbk/air_flow_fdbk_dis
#1c1a_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C1A,Room Occupied,4,20606:41,762,BBV,3,22,5,Alarm Sources / occ
#1c1a_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C1A,htg setpt,4,20606:41,137,BAV,3,22,4,Heat Stpt
#1c1a_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C1A,clg setpt,4,20606:41,128,BAV,3,22,3,Cool Stpt
#1c1a_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C1A,Zone Temp,4,20606:41,423,BAV,3,22,7,Zone_Tenp
#1c1a_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C1A,Supply Air,4,20606:41,117,BAV,3,22,6,point name (m086)
#1c1b_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C1B,Air Flow Feedback,4,20606:41,121,BAV,3,23,2,air_flow_fdbk/air_flow_fdbk_dis
#1c1b_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C1B,Room Occupied,4,20606:41,769,BBV,3,23,5,Alarm Sources / occ
#1c1b_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C1B,htg setpt,4,20606:41,143,BAV,3,23,4,Heat Stpt
#1c1b_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C1B,clg setpt,4,20606:41,142,BAV,3,23,3,Cool Stpt
#1c1b_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C1B,Zone Temp,4,20606:41,424,BAV,3,23,7,Zone_Tenp
#1c1b_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C1B,Supply Air,4,20606:41,130,BAV,3,23,6,point name (m086)
#1c1c_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C1C,Air Flow Feedback,4,20606:41,134,BAV,3,24,2,air_flow_fdbk/air_flow_fdbk_dis
#1c1c_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C1C,Room Occupied,4,20606:41,776,BBV,3,24,5,Alarm Sources / occ
#1c1c_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C1C,htg setpt,4,20606:41,149,BAV,3,24,4,Heat Stpt
#1c1c_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C1C,clg setpt,4,20606:41,148,BAV,3,24,3,Cool Stpt
#1c1c_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C1C,Zone Temp,4,20606:41,425,BAV,3,24,7,Zone_Tenp
#1c1c_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C1C,Supply Air,4,20606:41,1163,BAV,3,24,6,point name (m086)
#1c6a_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6A,Air Flow Feedback,4,20606:41,1167,BAV,3,25,2,air_flow_fdbk/air_flow_fdbk_dis
#1c6a_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6A,Room Occupied,4,20606:41,783,BBV,3,25,5,Alarm Sources / occ
#1c6a_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6A,htg setpt,4,20606:41,155,BAV,3,25,4,Heat Stpt
#1c6a_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6A,clg setpt,4,20606:41,154,BAV,3,25,3,Cool Stpt
#1c6a_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6A,Zone Temp,4,20606:41,426,BAV,3,25,7,Zone_Tenp
#1c6a_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6A,Supply Air,4,20606:41,1176,BAV,3,25,6,point name (m086)
#1c6b_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6B,Air Flow Feedback,4,20606:41,1180,BAV,3,26,2,air_flow_fdbk/air_flow_fdbk_dis
#1c6b_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6B,Room Occupied,4,20606:41,790,BBV,3,26,5,Alarm Sources / occ
#1c6b_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6B,htg setpt,4,20606:41,161,BAV,3,26,4,Heat Stpt
#1c6b_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6B,clg setpt,4,20606:41,160,BAV,3,26,3,Cool Stpt
#1c6b_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6B,Zone Temp,4,20606:41,427,BAV,3,26,7,Zone_Tenp
#1c6b_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6B,Supply Air,4,20606:41,1189,BAV,3,26,6,point name (m086)
#1c6c_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6C,Air Flow Feedback,4,20606:41,1193,BAV,3,27,2,air_flow_fdbk/air_flow_fdbk_dis
#1c6c_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6C,Room Occupied,4,20606:41,797,BBV,3,27,5,Alarm Sources / occ
#1c6c_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6C,htg setpt,4,20606:41,167,BAV,3,27,4,Heat Stpt
#1c6c_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6C,clg setpt,4,20606:41,166,BAV,3,27,3,Cool Stpt
#1c6c_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6C,Zone Temp,4,20606:41,428,BAV,3,27,7,Zone_Tenp
#1c6c_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6C,Supply Air,4,20606:41,1202,BAV,3,27,6,point name (m086)
#1c6d_thermafuser/m073,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6D,Air Flow Feedback,4,20606:41,1206,BAV,3,28,2,air_flow_fdbk/air_flow_fdbk_dis
#1c6d_thermafuser/m078,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6D,Room Occupied,4,20606:41,804,BBV,3,28,5,Alarm Sources / occ
#1c6d_thermafuser/m134,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6D,htg setpt,4,20606:41,173,BAV,3,28,4,Heat Stpt
#1c6d_thermafuser/m135,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6D,clg setpt,4,20606:41,172,BAV,3,28,3,Cool Stpt
#1c6d_thermafuser/m186,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6D,Zone Temp,4,20606:41,429,BAV,3,28,7,Zone_Tenp
#1c6d_thermafuser/m190,10.20.0.47,Science & Engineering 2: 0206,First Floor,Short bar,1C6D,Supply Air,4,20606:41,1215,BAV,3,28,6,point name (m086)
